common.bns,files,pilot.files,v1,v2,error.rate,idx,match.idx,keep,ref.time,pilot.time
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,urinary tract infection due to Enterococcus faecalis (MDRO),urinary tract infection caused by Enterococcus faecalis,0.03187604951769052,98,50,TRUE,-920,-960
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,ENT follow-up evaluations recommended,"ear, nose, and throat follow-up recommended",0.03534295553144251,152,140,TRUE,1440,1200
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,urinary tract infection due to Klebsiella pneumoniae (MDRO),urinary tract infection caused by Klebsiella pneumoniae,0.03556872087581309,96,48,TRUE,-920,-960
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,benign prostatic hypertrophy,history of benign prostatic hypertrophy,0.03679323819480962,6,6,TRUE,0,0
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,no alterations in thermic sensitivity,"no alterations in tactile, thermic, and pain sensitivity",0.03691892806520636,32,69,TRUE,0,0
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,raclage allows expectoration,raclage allows the patient to expectorate,0.03991542992648633,46,85,TRUE,0,0
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,bladder catheter required,bladder catheter,0.03998117492453235,13,59,TRUE,0,0
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,admitted to rehabilitation unit,transferred to our rehabilitation unit,0.04027266462417445,9,55,TRUE,0,0
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,fails to comprehend extended sentences due to early decline in working memory,fails to comprehend extended sentences,0.04273662640184295,30,78,TRUE,0,0
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,spontaneous recovery (pancreatitis),spontaneous recovery of acute edematous pancreatitis,0.04404925223707867,95,47,TRUE,-940,-1000
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,SARS-CoV-2 positive,nasopharyngeal swab positive for SARS-CoV-2,0.04481924156947015,117,108,TRUE,156,144
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,placed in MDRO isolation,MDRO isolation,0.04660041788069613,11,57,TRUE,0,0
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,placed on droplet isolation,droplet isolation,0.04887751927270178,119,110,TRUE,156,144
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,dementia diagnosis cannot be validated,no confirmation of dementia diagnosis,0.04934117310101293,50,93,TRUE,0,0
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,third-degree atrioventricular block,atrial fibrillation with a third-degree atrioventricular block (heart rate 30 beats/min),0.05191025912215741,107,99,TRUE,96,96
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,farmer leading an active lifestyle,farmer,0.07512529063865747,4,3,TRUE,0,0
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,requires modest help for posture changes,balance improvement exercises prescribed,0.1067023957588258,54,133,TRUE,0,1200
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,intensive treatment for the sequelae of C. tetani infection,short physiotherapy sessions,0.14017042515733646,10,95,TRUE,0,0
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,heart rate 30 beats/min,spontaneous recovery of cholestasis,0.15219764702085958,108,46,TRUE,96,-1000
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,male,active lifestyle,0.174108011443887,3,4,TRUE,0,0
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,transferred from the geriatric medicine unit to the rehabilitation unit,NA,Inf,8,NA,FALSE,0,NA
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,malnutrition,NA,Inf,19,NA,FALSE,0,NA
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,no alterations in tactile sensitivity,NA,Inf,31,NA,FALSE,0,NA
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,no alterations in pain sensitivity,NA,Inf,33,NA,FALSE,0,NA
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,no specific examinations for dementia performed,NA,Inf,49,NA,FALSE,0,NA
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,requires maximum assistance with dressing and personal hygiene,NA,Inf,53,NA,FALSE,0,NA
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,requires bilateral support for bed-to-wheelchair transfers,NA,Inf,55,NA,FALSE,0,NA
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,atrial fibrillation,NA,Inf,106,NA,FALSE,96,NA
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,intravenous catheter identified as source,NA,Inf,126,NA,FALSE,468,NA
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,antibiotic resistance evidence from antibiogram,NA,Inf,132,NA,FALSE,712,NA
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,ENT specialist performed tracheostomy closure,NA,Inf,137,NA,FALSE,1100,NA
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,pulmonologist performed tracheostomy closure,NA,Inf,138,NA,FALSE,1100,NA
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10556716_body.csv,primary goal achieving a standing position,NA,Inf,145,NA,FALSE,1440,NA
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,responded well to chemotherapy,responded well to chemotherapy,7.360778653264789e-14,78,85,TRUE,2304,2276
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,CNS prophylaxis (intrathecal methotrexate),CNS prophylaxis (intrathecal methotrexate),7.405187574249794e-14,49,52,TRUE,288,260
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,re-admitted to the medical ICU for severe sepsis and multiorgan failure,re-admitted to the medical ICU for severe sepsis and multiorgan failure,7.616129948928575e-14,82,88,TRUE,4296,4360
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,10-kg weight loss,10-kg weight loss,8.215650382226158e-14,13,13,TRUE,0,0
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,doxorubicin hydrochloride (hydroxydaunorubicin),doxorubicin hydrochloride (hydroxydaunorubicin),8.237854842718663e-14,48,51,TRUE,288,260
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,etoposide,etoposide,8.382183835919933e-14,44,47,TRUE,288,260
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,event,event,8.482103908136197e-14,1,1,TRUE,time,time
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,prednisone,prednisone,8.79296635503124e-14,45,48,TRUE,288,260
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,vomiting,vomiting,9.403589018575077e-14,12,12,TRUE,0,0
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,deteriorated clinically,deteriorated clinically,9.681144774731365e-14,36,38,TRUE,96,80
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,severe sepsis,severe sepsis,9.85878045867139e-14,38,39,TRUE,96,80
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,electromyogram/nerve conduction study performed,electromyogram/nerve conduction study performed,1.0058620603103918e-13,55,61,TRUE,744,1410
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,cervical lymph node biopsy performed,cervical lymph node biopsy performed,1.0080825063596421e-13,28,30,TRUE,48,60
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,could ambulate,could ambulate,1.0191847366058937e-13,74,82,TRUE,888,1540
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,recurrent bacteremia,recurrent bacteremia,1.0302869668521453e-13,76,54,TRUE,1200,450
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,male,male,1.0380585280245215e-13,8,3,TRUE,0,0
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,dexamethasone started,dexamethasone started,1.0969003483296549e-13,34,36,TRUE,84,76
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,vincristine sulfate (oncovin),vincristine sulfate (oncovin),1.1313172620930345e-13,46,49,TRUE,288,260
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,normal F waves,normal F waves,1.13464793116691e-13,59,65,TRUE,744,1410
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,distended abdomen,distended abdomen,1.1612932837579137e-13,16,16,TRUE,0,0
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,dapsone started,dapsone started,1.189048859373543e-13,6,8,TRUE,-1440,-1440
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,generalized weakness,generalized weakness,1.2045919817182948e-13,51,56,TRUE,720,1400
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,no clear fatigability,no clear fatigability,1.2079226507921706e-13,53,58,TRUE,720,1400
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,peripheral lymphadenopathy,peripheral lymphadenopathy,1.212363542890671e-13,15,15,TRUE,0,0
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,normal compound muscle action potential,normal compound muscle action potential,1.212363542890671e-13,57,63,TRUE,744,1410
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,normal sensory nerve action potential amplitude,normal sensory nerve action potential amplitude,1.2190248810384221e-13,61,67,TRUE,744,1410
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,planned for consolidation by autologous bone marrow transplant,planned for consolidation by autologous bone marrow transplant,1.2423395645555504e-13,80,87,TRUE,2400,2350
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,vitally stable,vitally stable,1.247890679678676e-13,14,14,TRUE,0,0
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,skin biopsy confirmed lepromatous leprosy,skin biopsy confirmed lepromatous leprosy,1.2712053631958042e-13,3,5,TRUE,-1440,-1440
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,without sensory changes,without sensory changes,1.288968931589807e-13,52,57,TRUE,720,1400
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,remission status maintained,remission status maintained,1.2945200467129325e-13,81,93,TRUE,4200,4380
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,admitted to the hospital,admitted to the hospital,1.3367085216486885e-13,9,9,TRUE,0,0
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,multiorgan failure,multiorgan failure,1.338928967697939e-13,83,91,TRUE,4296,4360
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,tumor-lysis syndrome precautions,tumor-lysis syndrome precautions,1.3922196728799466e-13,35,37,TRUE,84,76
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,non-Hodgkin's lymphoma,non-Hodgkin's lymphoma,1.3988810110276972e-13,30,32,TRUE,72,60
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,clofazimine started,clofazimine started,1.4832579608992094e-13,5,7,TRUE,-1440,-1440
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,rifampicin started,rifampicin started,1.6797674362578618e-13,4,6,TRUE,-1440,-1440
PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run1/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/gpt5_tts/run3/PMC10629858_body.csv,constipation,constipation,1.6875389974302382e-13,11,11,TRUE,0,0
