model,case_id,annotation_file,body_file,row_idx,event,time,auto_found,match_type,matched_variant,evidence_sentence_idx,evidence_text,similarity_if_unfound,manual_label,manual_notes
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,0,18 years old,0,0,not_found_auto,18 years old,161,The brain MRI was normal.,0.3889,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,6,Apgar values 4 at 1 minute,-2160,0,not_found_auto,apgar values 4 at 1 minute,36,"There were Apgar values of 4 and 8 in the first and fifth minutes of life, respectively.",0.4464,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,7,Apgar values 8 at 5 minutes,-2160,0,not_found_auto,apgar values 8 at 5 minutes,36,"There were Apgar values of 4 and 8 in the first and fifth minutes of life, respectively.",0.4425,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,8,intrauterine death of siblings,-2160,0,not_found_auto,intrauterine death siblings,88,The results were unremarkable.,0.4286,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,10,maternal hypothyroidism,-2160,0,not_found_auto,maternal hypothyroidism,257,Thyroid function Normal,0.3913,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,13,non-consanguineous parents,-2160,0,not_found_auto,non consanguineous parents,74,He did not have pale stools.,0.4151,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,14,living healthy sibling,-2160,0,not_found_auto,living healthy sibling,74,He did not have pale stools.,0.4082,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,15,no significant family history,-2160,0,not_found_auto,significant family history,74,He did not have pale stools.,0.3774,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,17,respiration rate 65 breaths per minute,-2160,0,not_found_auto,respiration rate 65 breath per minute,291,Declaration of Figures’ Authenticity,0.4658,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,19,CPAP support,-2160,0,not_found_auto,cpap support,34,Case Report,0.6087,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,20,transferred to NICU,-2160,0,not_found_auto,transferred to nicu,263,Urine for reducing substance Negative,0.4286,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,26,height 75th percentile,-2160,0,not_found_auto,height 75th percentile,74,He did not have pale stools.,0.4082,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,27,weight 25th percentile,-2160,0,not_found_auto,weight 25th percentile,41,"In this case, the parents were not relative.",0.375,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,28,head circumference 25th percentile,-2160,0,not_found_auto,head circumference 25th percentile,88,The results were unremarkable.,0.4127,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,30,neurologically normal,-2160,0,not_found_auto,neurologically normal,52,The baby was neurologically fine.,0.6038,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,31,heart rate 167 bpm,-2160,0,not_found_auto,heart rate 167 bpm,51,His temperature was 36.2°C.,0.4091,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,41,surfactant administration,-2160,0,not_found_auto,surfactant administration,261,Galactosemia Negative,0.3913,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,42,trophic feeding started,-504,0,not_found_auto,trophic feeding started,263,Urine for reducing substance Negative,0.5,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,43,bowel movement at 12 hours,-2160,0,not_found_auto,bowel movement at 12 hour,62,There was a bowel movement at 12 h old.,0.7302,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,50,CRP 70 mg/L,-432,0,not_found_auto,crp 70 mg l,285,CRP 49.8 (36–66) ≤5.0 mg/L,0.5882,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,52,feeding stopped,-432,0,not_found_auto,feeding stopped,263,Urine for reducing substance Negative,0.3846,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,55,high-flow oxygen therapy,-336,0,not_found_auto,high flow oxygen therapy,255,Urine for organic acid Normal,0.4151,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,56,unexplained apnea episodes,-240,0,not_found_auto,unexplained apnea episodes,69,Relapses of unexplained apnea occurred in his third and fourth weeks of life.,0.4706,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,60,nasogastric tube feeding,-240,0,not_found_auto,nasogastric tube feeding,56,There was no organomegaly in the abdomen.,0.375,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,64,TPN-associated cholestasis suspected,-240,0,not_found_auto,tpn associated cholestasis suspected,2,There are over 100 disorders associated with cholestasis [1].,0.5319,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,65,ursodeoxycholic acid started,-240,0,not_found_auto,ursodeoxycholic acid started,259,USG Abdomen No choledochal cyst,0.4746,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,67,bilirubin rise,-240,0,not_found_auto,bilirubin rise,161,The brain MRI was normal.,0.4211,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,68,AST rise,-240,0,not_found_auto,ast rise,34,Case Report,0.5263,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,69,ALT rise,-240,0,not_found_auto,alt rise,34,Case Report,0.4211,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,71,normal abdominal ultrasound,-240,0,not_found_auto,normal abdominal ultrasound,253,Workup done for Result,0.4082,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,72,negative infectious workup,-240,0,not_found_auto,negative infectiou workup,266,CMV Negative,0.4324,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,76,whole exome sequencing ordered,-48,0,not_found_auto,whole exome sequencing ordered,258,TORCH screening Normal,0.4615,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,78,caffeine administration,-48,0,not_found_auto,caffeine administration,269,Eye examination Normal,0.5333,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,80,craniosynostosis detected,-240,0,not_found_auto,craniosynostosis detected,80,The skull X-ray revealed craniosynostosis (Figure 1).,0.48,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,86,mechanical ventilation,0,0,not_found_auto,mechanical ventilation,218,Conclusions,0.4242,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,87,epinephrine administration,0,0,not_found_auto,epinephrine administration,269,Eye examination Normal,0.5,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,91,acute renal injury,0,0,not_found_auto,acute renal injury,34,Case Report,0.4138,,
dsr1,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,93,CRP 223.3 mg/L,0,0,not_found_auto,crp 223 3 mg l,285,CRP 49.8 (36–66) ≤5.0 mg/L,0.5946,,
llama33,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,42,paralysis not developed,96,0,not_found_auto,paralysis not developed,52,Neither impaired consciousness nor paralysis developed.,0.4935,,
llama33,PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10556716_body.txt,1,male,0,0,not_found_auto,male,82,Table 1.,0.5455,,
llama33,PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10556716_body.txt,8,injured leg,-1344,0,not_found_auto,injured leg,101,-Inhales water;,0.3333,,
llama33,PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10556716_body.txt,87,intravenous catheter replaced,168,0,not_found_auto,intravenous catheter replaced,101,-Inhales water;,0.4762,,
llama33,PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10556716_body.txt,101,postural transition training,240,0,not_found_auto,postural transition training,55,"At discharge, the patient was able to perform postural transition with assistance.",0.4444,,
llama33,PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10556716_body.txt,114,discharged,720,0,not_found_auto,discharged,99,Dysphagia,0.5263,,
llama33,PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10629858_body.txt,35,transfer to national cancer center,168,0,not_found_auto,transfer to national cancer center,89,This work will be supported by the Qatar National Library if accepted.,0.4078,,
llama33,PMC10629858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC10629858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10629858_body.txt,62,death,1440,0,not_found_auto,death,98,Taha and Sarah A.,0.2857,,
llama33,PMC3075162_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC3075162_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC3075162_body.txt,2,male,0,0,not_found_auto,male,5,Case Report,0.2667,,
llama33,PMC3075162_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC3075162_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC3075162_body.txt,3,admitted to the hospital,0,0,not_found_auto,to the hospital,11,For that he was hospitalized for pain control with narcotics.,0.3733,,
llama33,PMC3075162_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC3075162_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC3075162_body.txt,57,stent pulled out,72,0,not_found_auto,stent pulled out,0,Introduction,0.2857,,
llama33,PMC4778217_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC4778217_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC4778217_body.txt,30,insulin started,72,0,not_found_auto,insulin started,0,Introduction,0.3704,,
llama33,PMC4778217_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC4778217_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC4778217_body.txt,50,linezolid stopped,120,0,not_found_auto,linezolid stopped,30,"Hence, both the drugs were stopped on the 2nd day.",0.3692,,
llama33,PMC4778217_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC4778217_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC4778217_body.txt,51,rasagiline stopped,120,0,not_found_auto,rasagiline stopped,4,Case Report,0.3448,,
llama33,PMC6238558_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC6238558_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC6238558_body.txt,3,admitted to the hospital,0,0,not_found_auto,to the hospital,71,Conflicts of interest,0.3889,,
llama33,PMC6238558_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC6238558_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC6238558_body.txt,23,malaria test negative,0,0,not_found_auto,malaria test negative,22,Other investigations done were normal.,0.3448,,
llama33,PMC6238558_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC6238558_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC6238558_body.txt,24,dengue test negative,0,0,not_found_auto,dengue test negative,22,Other investigations done were normal.,0.3509,,
llama33,PMC6238558_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC6238558_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC6238558_body.txt,25,typhoid test negative,0,0,not_found_auto,typhoid test negative,15,Scrub typhus antigen card was positive.,0.4407,,
llama33,PMC6238558_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC6238558_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC6238558_body.txt,26,leptospira test negative,0,0,not_found_auto,leptospira test negative,39,Table 1 Motor nerve conduction velocity,0.381,,
llama33,PMC6238558_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC6238558_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC6238558_body.txt,55,MRI of the cervical spine normal,96,0,not_found_auto,mri cervical spine normal,59,MRI cervical spine was done to rule out cervical myelopathy.,0.5714,,
llama33,PMC6238558_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC6238558_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC6238558_body.txt,59,albuminocytologic dissociation not present,96,0,not_found_auto,albuminocytologic dissociation not present,9,No history of drug addiction or intoxication was present.,0.4286,,
llama33,PMC7576661_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC7576661_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC7576661_body.txt,1,female,0,0,not_found_auto,female,24,Treatment,0.4,,
llama33,PMC7576661_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC7576661_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC7576661_body.txt,14,ionised calcium 0.78 mmol/L,4,0,not_found_auto,ionised calcium 0 78 mmol l,19,"Ionised calcium, mmol/L",0.898,,
llama33,PMC7576661_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC7576661_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC7576661_body.txt,19,intravenous medication,4,0,not_found_auto,intravenou medication,51,Discussion,0.3871,,
llama33,PMC7576661_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC7576661_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC7576661_body.txt,20,intravenous nutrition,4,0,not_found_auto,intravenous nutrition,51,Discussion,0.3871,,
llama33,PMC7576661_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC7576661_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC7576661_body.txt,21,weight loss 14 kg,120,0,not_found_auto,weight loss 14 kg,60,4.4 mmol IV 3x daily $1674,0.2857,,
llama33,PMC7576661_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC7576661_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC7576661_body.txt,29,ionised calcium measurement,28,0,not_found_auto,ionised calcium measurement,19,"Ionised calcium, mmol/L",0.7347,,
llama33,PMC7576661_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC7576661_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC7576661_body.txt,30,serum phosphate level 1.07 mmol/L,28,0,not_found_auto,serum phosphate level 1 07 mmol l,59,IV Calcium gluconate 4.4 mmol IV 5x daily,0.4324,,
llama33,PMC7576661_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC7576661_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC7576661_body.txt,45,hypothyroidism control,120,0,not_found_auto,hypothyroidism control,85,Author contribution statement,0.3922,,
llama33,PMC7576661_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC7576661_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC7576661_body.txt,51,weight 71.8 kg,744,0,not_found_auto,weight 71 8 kg,20,Reference Range 1.11–1.28,0.3077,,
llama33,PMC9136437_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9136437_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9136437_body.txt,43,improvement,240,0,not_found_auto,improvement,27,Imaging data.,0.3478,,
llama33,PMC9355071_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9355071_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9355071_body.txt,1,male,0,0,not_found_auto,male,90,Acknowledgments,0.3158,,
llama33,PMC9355071_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9355071_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9355071_body.txt,20,adrenaline administration,0,0,not_found_auto,adrenaline administration,3,Case Presentation,0.4762,,
llama33,PMC9355071_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9355071_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9355071_body.txt,21,resuscitation,0,0,not_found_auto,resuscitation,3,Case Presentation,0.6,,
llama33,PMC9355071_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9355071_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9355071_body.txt,25,acetaminophen administration,0,0,not_found_auto,acetaminophen administration,3,Case Presentation,0.4889,,
llama33,PMC9355071_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9355071_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9355071_body.txt,27,ST elevation improvement,0,0,not_found_auto,st elevation improvement,49,This is early repolarization pattern.,0.4667,,
llama33,PMC9355071_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9355071_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9355071_body.txt,29,septic shock suspicion,0,0,not_found_auto,septic shock suspicion,73,Conclusions,0.4848,,
